IDfg,Name,Team,G,W,L,QS,CG,ShO,SV,HLD,BS,IP,H_pitch,ER,HR_pitch,BB_pitch,HBP_pitch,SO_pitch,AB,H_hit,1B,2B,3B,HR_hit,R,RBI,BB_hit,SO_hit,HBP_hit,SF,SH,SB,CS
7005,Ryan Pressly,HOU,59,2,3,0,0,0,4,25,8,56.2,58,22,4,18,2,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15816,Devin Williams,MIL,22,1,0,0,0,0,14,0,1,21.2,10,3,1,11,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24862,Ryan Fernandez,STL,62,1,6,0,0,0,2,12,3,66.2,58,26,4,32,2,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10681,Gio Urshela,ATL,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,108,79,19,1,9,34,52,23,72,1,5,0,0,0
11680,Elias Diaz,SDP,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,86,60,20,0,6,27,39,20,69,4,2,0,0,0
17484,Eloy Jimenez,BAL,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,77,57,14,0,6,25,23,22,70,2,1,0,3,0
26257,Joey Estes,OAK,25,7,9,8,1,1,0,1,0,127.2,130,71,23,27,10,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19924,Bryan Hudson,MIL,43,6,1,0,0,0,0,14,3,62.1,28,12,7,17,3,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30133,Brant Hurter,DET,10,6,1,0,0,0,0,0,0,45.1,34,13,4,6,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11156,Merrill Kelly,ARI,13,5,1,5,0,0,0,0,0,73.2,67,33,11,19,2,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8700,Justin Verlander,HOU,17,5,6,6,0,0,0,0,0,90.1,98,55,15,27,6,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26079,Beau Brieske,DET,46,4,5,0,0,0,1,6,1,67.2,55,27,5,30,2,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19481,Tyler Ferguson,OAK,48,4,2,0,0,0,2,11,2,51.1,32,21,4,24,2,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27468,Reid Detmers,LAA,17,4,9,4,0,0,0,0,0,87.1,98,65,18,38,2,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20373,Andres Munoz,SEA,60,3,7,0,0,0,22,6,5,59.1,31,14,6,26,3,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16207,Spencer Turnbull,PHI,17,3,0,2,0,0,0,1,0,54.1,37,16,6,20,5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15518,Amed Rosario,CIN,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,93,69,18,3,3,29,32,9,73,4,1,0,13,5
19959,Jesus Luzardo,MIA,12,3,6,0,0,0,0,0,0,66.2,61,37,9,22,2,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25942,Andrew Nardi,MIA,59,3,2,0,0,0,0,15,6,49.2,44,28,7,18,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29812,Robert Gasser,MIL,5,2,0,2,0,0,0,0,0,28,28,8,2,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23455,Hunter Stratton,PIT,36,2,1,0,0,0,1,5,2,37.2,37,15,3,7,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11281,Whit Merrifield,ATL,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,65,49,9,3,4,44,15,35,52,3,0,4,17,3
19614,Cionel Perez,BAL,62,2,0,0,0,0,2,22,1,53.2,47,27,0,28,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16535,Danny Jansen,BOS,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,57,35,13,0,9,35,24,40,61,3,3,0,0,0
22533,Michel Otanez,OAK,36,1,0,0,0,0,1,6,2,34,27,13,2,20,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19261,Ian Hamilton,NYY,35,0,1,0,0,0,1,11,1,37.2,37,16,2,14,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16511,Jordan Montgomery,ARI,25,8,7,6,0,0,1,0,0,117,149,81,14,44,2,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12155,Eddie Rosario,- - -,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,52,30,12,0,10,33,35,16,77,0,4,2,9,1
12434,Kevin Pillar,LAA,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,65,40,16,1,8,38,45,16,69,10,3,1,12,3
27572,Carmen Mlodzinski,PIT,40,5,5,0,0,0,0,5,2,50.2,41,19,3,19,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27552,Graham Ashcraft,CIN,15,5,5,3,0,0,0,0,0,77.1,89,45,11,27,6,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25911,Yennier Cano,BAL,70,4,3,0,0,0,5,34,3,60,54,21,6,24,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17948,Trent Thornton,SEA,71,4,3,0,0,0,1,10,0,72.1,63,29,8,19,5,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13620,Carson Kelly,- - -,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,67,48,9,1,9,32,37,25,55,6,1,0,0,0
21690,Edward Cabrera,MIA,20,4,8,5,0,0,0,0,0,96.1,82,53,15,50,5,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29869,Michael McGreevy,STL,4,3,0,2,0,0,0,0,0,23,16,5,1,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15541,Tyler Rogers,SFG,77,3,4,0,0,0,1,32,2,70.1,67,22,7,6,7,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14814,Buck Farmer,CIN,61,3,2,0,0,0,1,1,1,71,56,24,7,29,7,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14332,Joel Payamps,MIL,68,3,7,0,0,0,6,21,3,59,39,20,7,18,2,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17998,Pete Fairbanks,TBR,46,3,3,0,0,0,23,1,4,45.1,36,18,4,17,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31461,Ben Joyce,LAA,31,2,0,0,0,0,4,8,0,34.2,26,8,1,14,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17128,Ramon Laureano,- - -,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,74,46,16,1,11,35,33,15,96,7,1,0,8,3
19274,Jacob Webb,BAL,60,2,5,0,0,0,2,14,1,56.2,40,19,4,27,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3137,Max Scherzer,TEX,9,2,4,3,0,0,0,0,0,43.1,40,19,7,10,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27688,Jack Kochanowicz,LAA,11,2,6,8,0,0,0,0,0,65.1,68,29,7,10,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17780,Jose Alvarado,PHI,66,2,5,0,0,0,13,10,3,61.2,49,28,6,28,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,Clayton Kershaw,LAD,7,2,2,1,0,0,0,0,0,30,36,15,2,9,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21844,Braxton Garrett,MIA,7,2,2,2,1,1,0,0,0,37,40,22,5,4,5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23550,Aaron Ashby,MIL,14,1,2,0,0,0,0,3,0,28.1,20,9,2,10,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24017,Jose A. Ferrer,WSN,31,1,0,0,0,0,1,6,1,32,27,12,1,6,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15653,Dominic Smith,- - -,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,64,36,22,0,6,33,34,28,76,4,0,0,1,1
21448,Davis Martin,CHW,11,0,5,2,0,0,0,0,0,50,50,24,5,23,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19312,Cal Quantrill,COL,29,8,11,12,0,0,0,0,0,148.1,156,82,23,69,11,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13435,Pierce Johnson,ATL,58,6,6,0,0,0,2,12,4,56.1,48,23,6,25,2,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19890,Emmanuel Rivera,- - -,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,63,47,9,2,5,24,29,26,69,5,5,1,2,0
18363,Victor Robles,SEA,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,78,54,20,0,4,44,28,21,53,11,3,6,34,2
21520,Hogan Harris,OAK,21,4,4,3,0,0,0,0,0,72.1,65,23,7,33,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20375,Greg Weissert,BOS,62,4,2,0,0,0,1,4,3,63.1,65,22,7,20,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11038,Kevin Kiermaier,LAD,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,51,34,9,3,5,31,26,12,86,2,1,7,6,2
19618,Jordan Hicks,SFG,29,4,7,3,0,0,1,2,0,109.2,112,50,12,47,9,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14771,Emilio Pagan,CIN,38,4,5,0,0,0,1,7,1,38,40,19,6,11,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23307,Collin Snider,SEA,42,3,4,0,0,0,0,9,2,41.2,36,9,5,13,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20271,Daysbel Hernandez,ATL,16,3,0,0,0,0,0,1,1,18,10,5,0,10,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14706,Anthony Banda,LAD,48,3,2,0,0,0,2,8,2,49.2,44,17,5,18,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14874,Sam Moll,CIN,48,3,2,0,0,0,0,11,0,37.2,27,14,3,14,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27487,Landon Knack,LAD,15,3,5,2,0,0,1,0,0,69,58,28,14,18,3,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23974,Randy Rodriguez,SFG,35,3,2,0,0,0,0,5,1,52.1,47,25,4,18,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19293,Nick Senzel,- - -,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,46,28,11,0,7,25,18,28,61,1,0,1,1,3
30055,Cade Povich,BAL,16,3,9,3,0,0,0,0,0,79.2,80,46,12,34,3,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16269,John Means,BAL,4,2,0,2,0,0,0,0,0,20.2,16,6,2,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,Adam Ottavino,NYM,60,2,2,0,0,0,1,15,2,56,49,27,6,23,7,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22304,Brenan Hanifee,DET,21,1,1,0,0,0,0,7,1,29.1,27,6,2,6,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13293,Danny Coulombe,BAL,33,1,0,0,0,0,1,13,1,29.2,15,7,3,5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30076,Landen Roupp,SFG,23,1,2,0,0,0,0,1,0,50.1,43,20,2,26,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27582,Davis Daniel,LAA,6,1,4,1,0,0,0,0,0,30.1,39,21,5,6,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30160,Richard Fitts,BOS,4,0,1,0,0,0,0,0,0,20.2,19,4,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20126,Dylan Carlson,TBR,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,49,39,7,0,3,19,25,22,75,5,3,0,2,1
29630,Joey Loperfido,TOR,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,52,31,13,4,4,24,25,13,95,4,1,1,4,2
4940,Jason Heyward,LAD,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,48,24,12,2,10,33,37,22,53,4,3,0,5,0
19363,Austin Hays,PHI,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,60,37,18,0,5,26,20,9,59,8,2,1,2,2
26252,Erik Miller,SFG,73,4,5,0,0,0,0,14,3,67.1,50,29,7,38,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23221,Michael Grove,LAD,39,4,4,0,0,0,0,7,0,51,46,29,6,16,6,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12049,Kyle Hendricks,CHC,29,4,12,5,0,0,0,0,0,130.2,147,86,21,43,3,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20045,Sean Guenther,DET,17,3,0,0,0,0,0,2,1,21,9,2,0,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14387,Harold Ramirez,- - -,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,62,52,7,1,2,28,29,5,50,2,1,0,6,2
22294,Matthew Liberatore,STL,60,3,4,1,0,0,0,7,2,86,81,42,11,28,2,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29878,Sean Burke,CHW,4,2,0,1,0,0,0,0,0,19,12,3,2,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17677,Jeffrey Springs,TBR,7,2,2,1,0,0,0,0,0,33,34,12,5,11,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18323,Josh Sborz,TEX,17,2,2,0,0,0,0,8,0,16.1,16,7,1,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23335,Joey Cantillo,CLE,9,2,4,1,0,0,0,0,0,38.2,35,21,6,15,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21649,Luis Medina,OAK,8,2,4,1,0,0,0,0,0,40,43,23,4,20,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5254,Robbie Grossman,- - -,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,44,33,8,0,3,21,16,34,58,1,2,0,3,0
29514,River Ryan,LAD,4,1,0,0,0,0,0,0,0,20.1,15,3,1,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17034,Sean Reid-Foley,NYM,23,1,2,0,0,0,0,4,1,21.2,13,4,0,14,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191,Garrett Whitlock,BOS,4,1,0,0,0,0,0,0,0,18.1,14,4,1,7,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25890,Bryan King,HOU,28,1,0,0,0,0,0,0,0,26.1,20,7,1,10,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20178,Miguel Vargas,CHW,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,31,19,7,0,5,22,16,25,57,3,3,0,3,1
5615,Ryan Brasier,LAD,29,1,0,0,0,0,0,6,2,28,22,11,3,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27889,J.T. Ginn,OAK,8,1,1,1,0,0,0,0,0,34,36,16,4,9,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24978,Erik Sabrowski,CLE,8,0,0,0,0,0,1,0,0,12.2,6,0,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10954,Jacob deGrom,TEX,3,0,0,0,0,0,0,0,0,10.2,11,2,1,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25420,Ryan Zeferjahn,LAA,12,0,0,0,0,0,0,0,0,17,7,4,0,6,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17536,Ryan Burr,TOR,34,0,2,0,0,0,0,3,1,32.2,29,15,4,12,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30107,Christian Scott,NYM,9,0,3,3,0,0,0,0,0,47.1,45,24,8,12,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18383,Mike Soroka,CHW,25,0,10,0,0,0,0,2,1,79.2,66,42,13,44,3,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12147,Nick Ahmed,- - -,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,48,39,6,1,2,20,17,11,51,1,3,3,2,1
12828,Andrew Kittredge,STL,74,5,5,0,0,0,1,37,7,70.2,60,22,10,20,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24614,Victor Vodnik,COL,64,5,4,0,0,0,9,6,6,73.2,72,35,7,37,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19252,Cavan Biggio,- - -,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,37,27,5,0,5,27,19,24,72,8,0,2,2,0
19459,Jorge Alcala,MIN,54,4,3,0,0,0,0,15,1,58.1,40,21,8,20,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33826,Yuki Matsui,SDP,64,4,2,0,0,0,0,9,4,62.2,46,26,8,27,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16153,Austin Slater,- - -,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,37,31,4,0,2,24,18,26,60,5,4,0,3,2
20203,Eli Morgan,CLE,32,3,0,0,0,0,0,1,0,42,30,9,4,11,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22051,John King,STL,56,3,3,0,0,0,0,9,2,60,58,19,5,14,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7836,Hunter Strickland,LAA,72,3,2,0,0,0,1,12,3,73.1,56,27,10,24,2,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17606,Cristian Javier,HOU,7,3,1,3,0,0,0,0,0,34.2,30,15,4,19,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21481,Sean Hjelle,SFG,58,3,4,0,0,0,0,7,0,80.2,84,35,10,14,5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13164,Eduardo Rodriguez,ARI,10,3,4,1,0,0,0,0,0,50,56,28,8,19,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21487,Stephen Kolek,SDP,42,3,0,0,0,0,0,2,1,46.2,59,27,4,12,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29608,Joe Boyle,OAK,13,3,6,1,0,0,0,1,0,47.2,42,34,4,40,4,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30085,Ben Casparius,LAD,3,2,0,0,0,0,0,0,0,8.1,9,2,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6562,Alex Cobb,CLE,3,2,1,1,0,0,0,0,0,16.1,14,5,1,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16061,Cam Booser,BOS,43,2,3,0,0,0,1,5,2,42.2,41,16,5,16,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3237,T.J. McFarland,OAK,79,2,4,0,0,0,0,19,2,56.2,53,24,4,17,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21132,Alexis Diaz,CIN,60,2,5,0,0,0,28,0,4,56.1,42,25,6,31,6,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20997,Eduard Bazardo,SEA,23,2,0,0,0,0,0,0,0,27.2,20,15,2,9,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10061,Brooks Raley,NYM,8,1,0,0,0,0,0,4,0,7,2,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26151,Kyle Stowers,MIA,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,40,24,11,2,3,15,24,13,74,3,1,0,0,1
25582,Brady Basso,OAK,7,1,1,1,0,0,0,0,0,22.1,23,10,3,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24763,Kyle Leahy,STL,33,1,1,0,0,0,1,3,0,48.2,40,22,4,10,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25386,Jhony Brito,SDP,26,1,2,0,0,0,0,0,3,43.2,49,20,4,10,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24977,Shawn Dubin,HOU,31,1,1,0,0,0,2,0,0,45.1,45,21,3,26,2,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13892,Paul Sewald,ARI,42,1,2,0,0,0,16,1,4,39.2,35,19,6,10,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29592,Connor Norby,MIA,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,42,24,9,0,9,32,20,15,64,0,1,0,3,3
31184,Luis Guerrero,BOS,9,0,0,0,0,0,0,3,0,10,6,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24203,Luis Peralta,COL,15,0,0,0,0,0,0,2,0,12.1,7,1,0,5,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29770,Mason Montgomery,TBR,9,0,0,0,0,0,0,3,0,9.2,6,2,0,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16451,Luis Guillorme,- - -,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,33,23,9,1,0,14,10,23,36,0,2,1,4,2
18548,Sam Hentges,CLE,25,0,0,0,0,0,0,9,0,23.2,18,8,3,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18311,Carson Fulmer,LAA,37,0,5,2,0,0,0,0,1,86.2,81,40,11,40,5,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,Chad Kuhl,CHW,31,0,2,0,0,0,1,1,2,53.1,56,30,5,25,6,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12997,Colten Brewer,CHC,16,0,0,0,0,0,1,1,1,20.2,24,13,1,9,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13652,Tayler Scott,HOU,62,7,3,0,0,0,0,9,3,68.2,45,17,7,35,4,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17897,Garrett Cleavinger,TBR,68,7,5,0,0,0,6,15,2,60,52,25,6,31,7,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7146,Daniel Hudson,LAD,65,6,2,0,0,0,10,17,7,63,46,21,10,19,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19948,Cristian Pache,- - -,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,33,23,8,1,1,13,16,17,64,0,1,0,1,0
19867,Griffin Canning,LAA,32,6,13,7,0,0,0,0,0,171.2,174,99,31,66,6,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22192,Hans Crouse,LAA,25,4,3,0,0,0,0,1,1,25.1,14,8,2,17,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16835,Brennan Bernardino,BOS,57,4,3,0,0,0,0,14,2,51,50,23,6,22,6,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22387,Josh Winckowski,BOS,40,4,2,0,0,0,2,4,1,76,81,35,10,26,4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18439,Danny Young,NYM,42,4,1,0,0,0,0,7,0,37.2,29,19,3,18,7,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20794,Manuel Rodriguez,TBR,40,3,4,0,0,0,2,10,1,37.2,29,9,3,11,5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18769,Cody Poteet,NYY,5,3,0,1,0,0,0,0,0,24.1,18,6,2,8,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19531,Jason Foley,DET,69,3,6,0,0,0,28,8,4,60,51,21,5,20,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22361,Colin Holderman,PIT,55,3,6,0,0,0,0,21,5,51.1,42,18,6,25,5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25379,Sam Long,KCR,43,3,3,0,0,0,1,7,1,42.2,34,15,5,17,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27581,Hayden Wesneski,CHC,28,3,6,3,0,0,0,2,1,67.2,56,29,12,21,2,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16947,Derek Hill,- - -,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,39,26,4,2,7,19,25,5,56,2,1,2,6,2
33294,Seth Halvorsen,COL,12,2,1,0,0,0,2,2,1,12.1,8,2,2,2,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23691,Jose Tena,- - -,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,43,35,5,0,3,14,15,7,41,0,0,0,6,1
17888,Tayler Saucedo,SEA,53,2,0,0,0,0,3,7,2,38.2,35,15,3,18,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22717,Angel Zerpa,KCR,60,2,0,0,0,0,0,12,1,53.2,59,23,6,19,2,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27472,Jared Shuster,CHW,39,2,5,0,0,0,0,3,2,73.1,74,35,9,33,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16219,J.D. Davis,- - -,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,31,22,5,0,4,13,6,12,39,3,0,0,0,0
10078,Caleb Thielbar,MIN,59,2,4,0,0,0,3,9,0,47.1,50,28,6,24,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17969,Peter Lambert,COL,28,2,5,0,0,0,0,0,0,61.1,73,39,7,29,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27779,Bryce Elder,ATL,10,2,5,3,0,0,0,0,0,49.2,64,36,8,17,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27500,Slade Cecconi,ARI,20,2,7,3,0,0,0,0,0,77,92,57,16,17,4,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15094,Rob Zastryzny,MIL,9,1,0,0,0,0,0,0,0,7.2,4,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13449,Taylor Rogers,SFG,64,1,4,0,0,0,0,5,0,60,53,16,7,22,2,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17755,Drew Smith,NYM,19,1,1,0,0,0,2,6,0,17.2,18,6,2,9,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13942,Brent Suter,CIN,47,1,0,0,0,0,2,2,0,65.2,63,23,10,12,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10028,Christian Bethancourt,- - -,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,29,17,7,0,5,18,22,5,36,1,0,2,3,0
15068,Yency Almonte,CHC,17,1,0,0,0,0,1,6,1,15.2,9,6,1,8,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18335,Josh Staumont,MIN,25,1,0,0,0,0,0,1,0,24.1,17,10,0,14,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30140,Ty Madden,DET,6,1,1,0,0,0,0,0,0,23,25,11,2,8,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
